
Creation Date,Purchase Date,Fiscal Year,LPA Number,Purchase Order Number,Requisition Number,Acquisition Type,Sub-Acquisition Type,Acquisition Method,Sub-Acquisition Method,Department Name,Supplier Code,Supplier Name,Supplier Qualifications,Supplier Zip Code,CalCard,Item Name,Item Description,Quantity,Unit Price,Total Price,Classification Codes,Normalized UNSPSC,Commodity Title,Class,Class Title,Family,Family Title,Segment,Segment Title,Location
08/12/2014,,2014-2015,1-14-75-60A,REQ0013362,REQ0013362,NON-IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,"Toner Cartridge, Magenta, HP 643A","Toner Cartridge, Magenta, HP 643A",4,$180.68,$722.72,44103127,44103127,,,,,,,,"95814
(38.580427, -121.494396)"
05/08/2014,05/05/2014,2013-2014,,P1380026,,NON-IT Services,Nonprofit Organizations,Informal Competitive,,"Fish and Wildlife, Department of",1014512,DUCKS UNLIMITED INC,,95670,NO,Grant,Waterfowl Habitat Projects on USFWS National wildlife Refuges,1,$95765.70,$95765.70,70161710,70161710,,,,,,,,"95670
(38.603182, -121.278912)"
04/24/2013,,2012-2013,1-09-70-01B,REQ0010202,REQ0010202,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1249060,Western Blue/Insight/Hewlett Packard,,95827,NO,8GB DDR3-1600 SODIMM (2x4GB) RAM,8GB DDR3-1600 SODIMM (2x4GB) RAM,4,$147.56,$590.24,,,,,,,,,,"95827
(38.563097, -121.328511)"
02/27/2013,02/27/2013,2012-2013,,4500171477,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Corrections and Rehabilitation, Department of",1065902,Prison Industry Authority,,95696,NO,juice,juice,1,$72964.96,$72964.96,50202305,50202305,Fresh juice,50202300,Non alcoholic beverages,50200000,Beverages,50000000,Food Beverage and Tobacco Products,"95696
(38.43, -122.02)"
06/17/2014,07/01/2014,2013-2014,,4500238769,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB CA-SBE SB,93720,NO,MARGARINE,MARGARINE INDV SQUEEZE,1,$18306.00,$18306.00,50151516,50151516,,,,,,,,"93720
(36.85932, -119.759328)"
07/19/2012,07/19/2012,2012-2013,,4500143438,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),Correctional Health Care Services,1065902,Prison Industry Authority,,95696,NO,Chairs,Chairs,20,$214.00,$4280.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"95696
(38.43, -122.02)"
05/28/2013,05/22/2013,2012-2013,,4500182023,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",32474,GEORGES AUTO DIESEL ELECTRIC,CA-MB CA-SB,95531,NO,wire brush,wire brush,1,$608.00,$608.00,27111907,27111907,Wire brushes,27111900,Rough and finishing tools,27110000,Hand tools,27000000,Tools and General Machinery,"95531
(41.790231, -124.08619)"
04/16/2013,04/11/2013,2012-2013,,W1269,,NON-IT Goods,,Informal Competitive,,"Justice, Department of",2319,Burkett's Office Supplies,CA-SB CA-SBE,95828,NO,office supply,CLAMPS,3,$1.22,$3.66,31162902,31162902,Spring clamps,31162900,Clamps,31160000,Hardware,31000000,Manufacturing Components and Supplies,"95828
(38.484836, -121.399547)"
03/05/2015,02/20/2015,2014-2015,,14-G0340,,NON-IT Goods,,SB/DVBE Option,,"Pesticide Regulation, Department of",10803,River City Office Supply,CA-SB,95811,NO,Pad N/Ruld,"Pad N/Ruld, perf, ltr,can",2,$26.80,$53.60,14111514,14111514,Paper pads or notebooks,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,"95811
(38.581053, -121.488564)"
03/13/2014,03/13/2014,2013-2014,,P-140376,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Motor Vehicles, Department of",1065902,Prison Industry Authority,,95696,NO,LOCKER,5-TIER LOCKER,4,$239.00,$956.00,56101520,56101520,Lockers,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"95696
(38.43, -122.02)"
11/07/2013,11/07/2013,2013-2014,,50-63-66,,NON-IT Goods,,SB/DVBE Option,,"Industrial Relations, Department of",47190,Office Xpress Inc,CA-SB SB,91304,NO,"BOOK,PHONE REC,NCR,200ST","BOOK,PHONE REC,NCR,200ST",3,$4.50,$13.50,14111531,14111531,Log books or pads,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,"91304
(34.220394, -118.624412)"
06/25/2014,07/01/2014,2013-2014,1-14-89-85,4500240448,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",11350,Seafood Dimensions Intn'l Inc.,CA-SB SB WBE,92809,NO,fish frozen,fish frozen breaded,1,$19764.00,$19764.00,50121537,50121537,Frozen fish,50121500,Fish,50120000,Seafood,50000000,Food Beverage and Tobacco Products,"92809
(33.865826, -117.744572)"
08/10/2012,08/23/2011,2012-2013,,4500105457,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Corrections and Rehabilitation, Department of",1065902,Prison Industry Authority,,95696,NO,COFFEE,COFFEE,1,$6770.74,$6770.74,50201706,50201706,Coffee,50201700,Coffee and tea,50200000,Beverages,50000000,Food Beverage and Tobacco Products,"95696
(38.43, -122.02)"
06/12/2014,07/01/2014,2013-2014,1-13-89-58,4500237795,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB CA-SBE SB,93720,NO,RICE:  Brown & White,RICE:  Brown & White,1,$6069.00,$6069.00,10151614,10151614,,,,,,,,"93720
(36.85932, -119.759328)"
07/23/2014,,2014-2015,,REQ0013426,REQ0013426,IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",4812,Future Data Systems,CA-MB CA-SB,91803,NO,Plantronics CS540 Earset - Mono - Wireless -,Plantronics CS540 Earset - Mono - Wireless -,1,$229.00,$229.00,,,,,,,,,,"91803
(34.073577, -118.145947)"
04/03/2015,04/03/2015,2014-2015,,4016-509,,NON-IT Goods,,Formal Competitive,,"Food and Agriculture, Department of",1053058,Waimanalo Feed Supply,,96795,NO,Cane Sugar,Cane Sugar,4000,$27.56,$110240.00,50161902,50161902,,,,,,,,"96795
(21.341327, -157.711469)"
07/10/2014,07/09/2014,2014-2015,,4500242035,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),Correctional Health Care Services,1065902,Prison Industry Authority,,95696,NO,table,tables,1,$2002.00,$2002.00,56101519,56101519,Tables,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"95696
(38.43, -122.02)"
07/02/2014,07/01/2014,2014-2015,,71423015,,NON-IT Services,Personal Services,Informal Competitive,,"Industrial Relations, Department of",27436,Lazar & Associates,CA-MB CA-SB,90025,NO,Sign language interpreting,Sign language interpreting,1,$4999.99,$4999.99,82112067,82112067,,,,,,,,"90025
(34.045803, -118.445555)"
03/06/2014,03/06/2014,2013-2014,,4500222876,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",19621,Christian Bartels Enterprises Inc. dba CB Enterprises,CA-SB,95366,NO,margarine,margarine,1,$16890.00,$16890.00,50151516,50151516,,,,,,,,"95366
(37.756787, -121.128369)"
01/23/2014,01/23/2014,2013-2014,,P3619BFE,,NON-IT Goods,,Fair and Reasonable,,"Conservation Corps, California",1184441,Sysco - Sacramento,,95668,YES,Food for Tahoe Center,Food for Tahoe Center,1,$8346.63,$8346.63,50301599,50301599,,,,,,,,"95668
(38.816022, -121.490919)"
11/08/2012,11/08/2012,2012-2013,,W0447,,IT Goods,,Informal Competitive,,"Justice, Department of",1687460,Micro Systemation,,20007,NO,software,Handling,1,$140.00,$140.00,78121603,78121603,Freight fee,78121600,Material handling services,78120000,Material packing and handling,78000000,Transportation and Storage and Mail Services,"20007
(38.913807, -77.076816)"
03/09/2015,02/26/2015,2014-2015,,14 SR#4/PR149204,,NON-IT Services,Public Works,Informal Competitive,,"Developmental Services, Department of",22928,Graham Prewett Inc.,CA-SB,93727,NO,Roof Replacement 13 & 14,Roof Replacement 13 & 14,1,$240000.00,$240000.00,72141128,72141128,,,,,,,,"93727
(36.750318, -119.699087)"
06/23/2014,06/20/2014,2013-2014,,13548246,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"State Hospitals, Department of",1008361,3B INDUSTRIES INC,,73529,NO,Platform,Platform,36,$85.00,$3060.00,56101520,56101520,Lockers,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"73529
(34.361458, -97.971748)"
12/30/2014,12/30/2014,2014-2015,,4500264107,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1397820,"QuickSeries Publishing, Inc.",,33312,NO,Quickseries,Recruitment Handbooks,1,$9589.50,$9589.50,46211503,46211503,,,,,,,,"33312
(26.092526, -80.181077)"
03/12/2014,08/14/2013,2013-2014,,132009DP,,NON-IT Goods,,SB/DVBE Option,,Public Employment Relations Board,1065902,Prison Industry Authority,,95696,NO,"Madison Jr Chair, Black","Madison Jr Chair, Black",1,$260.00,$260.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"95696
(38.43, -122.02)"
03/11/2014,03/11/2014,2013-2014,,4500223666,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",48199,Fresno Produce Inc.,CA-SB,93706,NO,fresh produce,fresh produce,1,$12168.00,$12168.00,50301701,50301701,Apple bananas,50301700,Bananas,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products,"93706
(36.675079, -119.865393)"
06/23/2015,06/22/2015,2014-2015,1-13-89-58,4500288856,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB,93720,NO,Rice,Rice,450,$21.50,$9675.00,50221108,50221108,,,,,,,,"93720
(36.85932, -119.759328)"
08/21/2014,,2014-2015,,REQ0013452,REQ0013452,NON-IT Goods,,SB/DVBE Option,,"Consumer Affairs, Department of",15129,"Hoffman Technologies, Inc.",CA-DVBE CA-SB,95678,NO,Mechanical Pencil,Mechanical Pencil,1,$402.50,$402.50,55121606,55121606,Self adhesive labels,55121600,Labels,55120000,Signage and accessories,55000000,Published Products,"95678
(38.762846, -121.28833)"
06/03/2015,05/19/2015,2014-2015,,P1410545,,NON-IT Services,Personal Services,Services are specifically exempt by statute,,"Fish and Wildlife, Department of",1142981,"Smith River Alliance, Inc.",,95864,NO,Grant,Juvenile salmonid winter rearing habitat in the Smith River Plain.,1,$39780.00,$39780.00,70161708,70161708,,,,,,,,"95864
(38.586138, -121.377082)"
07/11/2013,,2013-2014,,REQ0010922,REQ0010922,IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",58066,"Ablegov, Inc.",CA-MB CA-SB,95628,NO,"Chatsworth Universal Cable Runway, 18""W, Black","Chatsworth Universal Cable Runway, 18""W, Black",7,$97.00,$679.00,,,,,,,,,,"95628
(38.655104, -121.259702)"
11/05/2013,11/05/2013,2013-2014,7-11-51-02,4500206275,,NON-IT Goods,,WSCA/Coop,,"Corrections and Rehabilitation, Department of",1001584,Grainger Industrial Supply,,95691,NO,HVAC & Electrical Works Supplies,x,1,$17188.58,$17188.58,27112716,27112716,Power nail guns,27112700,Power tools,27110000,Hand tools,27000000,Tools and General Machinery,"95691
(38.575311, -121.560401)"
10/30/2012,10/30/2012,2012-2013,,963,,NON-IT Goods,,SB/DVBE Option,,California Technology Agency,42868,Lehr Auto Electric,CA-SB CA-SBE,95834,NO,Rear Amber/Blue LEDS,LEDS,1,$175.00,$175.00,32111503,32111503,Light emitting diodes LEDs,32111500,Diodes,32110000,Discrete semiconductor devices,32000000,Electronic Components and Supplies,"95834
(38.641743, -121.516646)"
04/24/2014,04/24/2014,2013-2014,1-10-75-60A,13518109,,IT Goods,,Statewide Contract,,"State Hospitals, Department of",1087660,Technology Integration Group,,95814,NO,C9372 HP 72 Magenta Ink 130 ML,C9372 HP 72 Magenta Ink 130 ML,10,$57.92,$579.20,44103127,44103127,,,,,,,,"95814
(38.580427, -121.494396)"
11/20/2013,11/19/2013,2013-2014,,13-G0196,,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Pesticide Regulation, Department of",1065902,Prison Industry Authority,,95696,NO,Chair,chair,1,$471.00,$471.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"95696
(38.43, -122.02)"
03/20/2013,,2012-2013,1-10-75-60A,REQ0009935,,NON-IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,HP 49A TONER,HP 49A TONER,3,$51.52,$154.56,,,,,,,,,,"95814
(38.580427, -121.494396)"
04/11/2014,04/11/2014,2013-2014,,44507,,NON-IT Goods,,Informal Competitive,,District Agricultural Association,1597560,"Boca Systems, Inc.",,33487,YES,"Boca Systems, Inc.",Tickets,1,$13562.50,$13562.50,14111801,14111801,Tickets or ticket rolls,14111800,Business use papers,14110000,Paper products,14000000,Paper Materials and Products,"33487
(26.410479, -80.091388)"
04/22/2013,,2012-2013,1-09-70-03C,REQ0010137,REQ0010137,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,146GB 15K,146GB 15K,4,$295.20,$1180.80,,,,,,,,,,"95814
(38.580427, -121.494396)"
08/30/2012,08/30/2012,2012-2013,,4500149343,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1065902,Prison Industry Authority,,95696,NO,Almond,almond,1,$7152.00,$7152.00,50101716,50101716,Whole nuts or seeds,50101700,Nuts and seeds,50100000,Nuts and seeds,50000000,Food Beverage and Tobacco Products,"95696
(38.43, -122.02)"
03/24/2014,03/19/2014,2013-2014,,13-506-0249,,NON-IT Goods,,Informal Competitive,,"State Hospitals, Department of",12205,"Superior Produce, Inc.",CA-SB,95811,NO,mushrooms sliced,mushrooms sliced,10,$18.50,$185.00,50404819,50404819,White mushrooms,50404800,Mushrooms,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products,"95811
(38.581053, -121.488564)"
06/26/2013,06/25/2013,2012-2013,,4500199444,,NON-IT Goods,,SB/DVBE Option,,"Water Resources, Department of",1753361,TRAUT LINE INDUSTRIAL,CA-MB CA-SB,93010,NO,"FLANGE,CS,WELD NECK,300#,10""","FLANGE,CS,WELD NECK,300#,10""",4,$110.12,$440.48,31163020,31163020,Flange coupling,31163000,Couplings,31160000,Hardware,31000000,Manufacturing Components and Supplies,"93010
(34.230552, -119.057652)"
10/30/2014,08/15/2014,2014-2015,,ARB148006,,NON-IT Goods,,Services are specifically exempt by policy,,Air Resources Board,1008361,3B INDUSTRIES INC,,73529,NO,CYPRESS INTENSIVE TASK CHAIR,"WITH HEADREST, EBONY",1,$940.00,$940.00,56101504,56101504,Chairs,56101500,Furniture,56100000,Accommodation furniture,56000000,Furniture and Furnishings,"73529
(34.361458, -97.971748)"
06/18/2015,06/08/2015,2014-2015,,4PA4H042,,NON-IT Goods,,Informal Competitive,,"Forestry and Fire Protection, Department of",2421,"CCL Engineering, Inc.",,93535,YES,Shovel,Shovel,40,$45.25,$1810.00,27112004,27112004,Shovels,27112000,"Agriculture, forestry and garden handtools",27110000,Hand tools,27000000,Tools and General Machinery,"93535
(34.709166, -117.924621)"
06/11/2013,06/11/2013,2012-2013,,4500185001,,NON-IT Goods,,Informal Competitive,,Correctional Health Care Services,46732,Cloverleaf Distribution Inc,CA-MB CA-SB CA-SBE,94903,NO,reference books,reference books,1,$5043.20,$5043.20,55101524,55101524,Reference books,55101500,Printed publications,55100000,Printed media,55000000,Published Products,"94903
(38.015961, -122.546013)"
03/20/2013,,2012-2013,1-10-75-60A,REQ0009935,,NON-IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,HP MAGENTA TONER,HP MAGENTA TONER,1,$245.00,$245.00,,,,,,,,,,"95814
(38.580427, -121.494396)"
10/03/2013,10/02/2013,2013-2014,,5600003770,,NON-IT Services,Personal Services,NCB,A single firm services a geographic region,"Corrections and Rehabilitation, Department of",1069042,Hines REIT,,95814,NO,Parking Passes for State Vehicles,Parking Passes for CDCR Headquarter's State Vehicles.,1,$95000.00,$95000.00,46171701,46171701,,,,,,,,"95814
(38.580427, -121.494396)"
10/29/2013,10/09/2013,2013-2014,,3PA3C318,,NON-IT Goods,,Emergency Purchase,,"Forestry and Fire Protection, Department of",1000656,Sysco,,94538,NO,Foodstuff,Foodstuff,1,$95726.69,$95726.69,50192701,50192701,Fresh combination meals,50192700,Packaged combination meals,50190000,Prepared and preserved foods,50000000,Food Beverage and Tobacco Products,"94538
(37.521278, -121.967986)"
01/13/2015,01/13/2015,2014-2015,,4500265347,,NON-IT Goods,,Fair and Reasonable,,Correctional Health Care Services,29177,"Garza Industries, Inc",CA-SB,92865,NO,Stamps,Stamps,1,$199.20,$199.20,44121604,44121604,Stamps,44121600,Desk supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,"92865
(33.830567, -117.847191)"
02/20/2014,02/20/2014,2013-2014,7-11-51-02,13560150,,NON-IT Goods,,WSCA/Coop,,"State Hospitals, Department of",1001584,Grainger Industrial Supply,,95691,NO,Air Hose,Air Hose,3,$17.02,$51.06,40142002,40142002,Air hoses,40142000,Hoses,40140000,Fluid and gas distribution,40000000,Distribution and Conditioning Systems and Equipment and Components,"95691
(38.575311, -121.560401)"
06/27/2013,,2012-2013,,REQ0010782,REQ0010782,NON-IT Goods,,SB/DVBE Option,,"Consumer Affairs, Department of",47190,Office Xpress Inc,CA-SB,91304,NO,Tot Mini Stapler,Tot Mini Stapler,1,$2.49,$2.49,44121630,44121630,Stapler kit,44121600,Desk supplies,44120000,Office supplies,44000000,Office Equipment and Accessories and Supplies,"91304
(34.220394, -118.624412)"
02/21/2013,02/21/2013,2012-2013,,61300000185,,NON-IT Goods,,SB/DVBE Option,,"Transportation, Department of",28151,Hannah trucking service inc,CA-MB CA-SB,93235,NO,WASH SAND,WASHED SAND,1500,$24.88,$37320.00,11111701,11111701,Silica sand,11111700,Sand,11110000,Earth and stone,11000000,Mineral and Textile and Inedible Plant and Animal Materials,"93235
(36.387063, -119.219875)"
10/22/2014,,2014-2015,,REQ0013865,REQ0013865,IT Goods,,Services are specifically exempt by policy,,"Consumer Affairs, Department of",1026437,Alldata LLC,,95758,NO,All Data Repair Subscription (multiple offices),All Data Repair Subscription (multiple offices),1,$24420.00,$24420.00,,,,,,,,,,"95758
(38.424655, -121.438065)"
04/06/2015,04/03/2015,2014-2015,1-15-89-59,4500276227,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB,93720,NO,grains,grains,1,$5935.00,$5935.00,50221101,50221101,Cereal grains,50221100,Cereals,50220000,Cereal and pulse products,50000000,Food Beverage and Tobacco Products,"93720
(36.85932, -119.759328)"
04/12/2013,04/12/2013,2012-2013,,3169054,,NON-IT Goods,,Informal Competitive,,"General Services, Department of",8485,Midtown Stationers,CA-SB CA-SBE,94102,NO,manila tag board,manila tag board,1,$3353.00,$3353.00,14111609,14111609,Cover paper,14111600,Novelty paper,14110000,Paper products,14000000,Paper Materials and Products,"94102
(37.779168, -122.419625)"
12/16/2013,12/16/2013,2013-2014,,W0000561,,NON-IT Goods,,Fair and Reasonable,,"Veterans Affairs, Department of",29177,"Garza Industries, Inc",CA-SB,92865,NO,post it,post it,1,$1754.60,$1754.60,14111530,14111530,Self adhesive note paper,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,"92865
(33.830567, -117.847191)"
01/30/2013,01/30/2013,2012-2013,,1613000142,,NON-IT Goods,,SB/DVBE Option,,"Transportation, Department of",1553400,SIERRA SAFETY COMPANY,,95658,NO,SWEEP,SWEEP,1,$16184.45,$16184.45,47131902,47131902,Granular absorbent,47131900,Absorbents,47130000,Cleaning and janitorial supplies,47000000,Cleaning Equipment and Supplies,"95658
(38.876154, -121.146865)"
09/16/2013,09/16/2013,2013-2014,,50-63-29,,NON-IT Goods,,SB/DVBE Option,,"Industrial Relations, Department of",47190,Office Xpress Inc,CA-SB SB,91304,NO,"BATTERY, ALKLNE, AA, 12, SVBE","BATTERY, ALKLNE, AA, 12, SVBE",1,$8.40,$8.40,26111702,26111702,Alkaline batteries,26111700,Batteries and cells and accessories,26110000,Batteries and generators and kinetic power transmission,26000000,Power Generation and Distribution Machinery and Accessories,"91304
(34.220394, -118.624412)"
12/31/2013,12/13/2013,2013-2014,,C400-4213,,NON-IT Goods,,Informal Competitive,,"Statewide Health Planning & Development, Office of",13023,THE OFFICE CITY,CA-SB,94065,NO,Pocket,Pocket,2,$25.65,$51.30,44111523,44111523,,,,,,,,"94065
(37.534305, -122.247522)"
06/30/2015,06/30/2015,2014-2015,1-13-70-01A,60031689,,IT Goods,,Statewide Contract,,Health & Human Services Agency,1755386,"Western Blue, an NWN Company",,,NO,Basic Asset Tagging,Asset tagging,58,$0.00,$0.00,84121706,84121706,,,,,,,,
09/25/2014,,2014-2015,,REQ0013709,REQ0013709,IT Services,,SB/DVBE Option,,"Consumer Affairs, Department of",1068225,"ENS, Inc.",,95827,NO,Virtual Firewall License - 25 nodes,Virtual Firewall License - 25 nodes,12,$30.00,$360.00,,,,,,,,,,"95827
(38.563097, -121.328511)"
06/26/2013,06/25/2013,2012-2013,,1613000204,,NON-IT Goods,,SB/DVBE Option,,"Transportation, Department of",1553400,SIERRA SAFETY COMPANY,,95658,NO,sign,sign,1,$52268.79,$52268.79,55121710,55121710,Traffic signs,55121700,Signage,55120000,Signage and accessories,55000000,Published Products,"95658
(38.876154, -121.146865)"
07/24/2012,,2012-2013,,REQ0008810,REQ0008810,NON-IT Goods,,NCB,,"Consumer Affairs, Department of",1036858,Pitney Bowes,,,NO,DM1000 Ink Cartridge (Red) (HQ),DM1000 Ink Cartridge (Red) (HQ),5,$141.94,$709.70,,,,,,,,,,
04/04/2013,,2012-2013,,REQ0010016,REQ0010016,IT Goods,,Services are specifically exempt by policy,,"Consumer Affairs, Department of",1017290,MITCHELL 1,,92150,NO,"Subscription Renewal, MedTruck.net","Subscription Renewal, MedTruck.net",7,$795.60,$5569.20,,,,,,,,,,"92150
(32.71576, -117.163817)"
04/17/2015,,2014-2015,,REQ0014924,REQ0014924,IT Goods,,Services are specifically exempt by policy,,"Consumer Affairs, Department of",1128841,"Mitchell International, Inc.",,92131,NO,Mitchell Estimating (Ultra Mate),Mitchell Estimating (Ultra Mate),2,$2928.00,$5856.00,,,,,,,,,,"92131
(32.918361, -117.081713)"
01/09/2014,,2013-2014,,REQ0011585,REQ0011585,NON-IT Goods,,State Programs,Prison Industry Authority (PIA),"Consumer Affairs, Department of",1008361,3B INDUSTRIES INC,,73529,NO,Banana Board - Keyboard Support w/ tray,Banana Board - Keyboard Support w/ tray,1,$243.00,$243.00,,,,,,,,,,"73529
(34.361458, -97.971748)"
11/12/2014,10/29/2014,2014-2015,SBP01337,ARB145043,,NON-IT Goods,,WSCA/Coop,,Air Resources Board,1758289,VWR International,,,NO,LAB NOTEBOOKS,PRICE INCLUDES DISCOUNT,3,$129.47,$388.41,14111514,14111514,Paper pads or notebooks,14111500,Printing and writing paper,14110000,Paper products,14000000,Paper Materials and Products,
07/17/2013,,2013-2014,,REQ0010689,REQ0010689,IT Goods,,SB/DVBE Option,,"Consumer Affairs, Department of",58066,"Ablegov, Inc.",CA-MB CA-SB,95628,NO,EMC Fast Implement,EMC Fast Implement,1,$6715.00,$6715.00,,,,,,,,,,"95628
(38.655104, -121.259702)"
09/12/2014,08/20/2014,2014-2015,1-14-75-60A,C440-5046,,NON-IT Goods,,Statewide Contract,,"Statewide Health Planning & Development, Office of",1087660,Technology Integration Group,,95814,NO,toner,toner,2,$47.26,$94.52,44103127,44103127,,,,,,,,"95814
(38.580427, -121.494396)"
08/25/2014,08/25/2014,2014-2015,1-13-89-58,4500248066,,NON-IT Goods,,Statewide Contract,,"Corrections and Rehabilitation, Department of",34872,Adolph Inc.,CA-SB,93720,NO,rice,rice,1,$18262.50,$18262.50,50221108,50221108,,,,,,,,"93720
(36.85932, -119.759328)"
06/25/2015,06/25/2015,2014-2015,,BMB43794,,NON-IT Goods,,Informal Competitive,,"Fish and Wildlife, Department of",0,Unknown,CA-DVBE CA-MB CA-SB,,NO,Utility Trailer,ATV Trailer,1,$1946.00,$1946.00,25181720,25181720,,,,,,,,
04/29/2013,04/29/2013,2012-2013,,4500178953,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",48199,Fresno Produce Inc.,CA-SB,93706,NO,clery stalk,celery stalk,35,$15.00,$525.00,50402701,50402701,Celebrity celery,50402700,Celery,50400000,Fresh vegetables,50000000,Food Beverage and Tobacco Products,"93706
(36.675079, -119.865393)"
07/09/2014,07/09/2014,2014-2015,,4500241997,,NON-IT Goods,,Informal Competitive,,"Corrections and Rehabilitation, Department of",1751464,Paul Aiello Sales,CA-MB CA-SB,,NO,Pears,Pears,1,$21368.38,$21368.38,50305401,50305401,Abate fetel pears,50305400,Pears,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products,
05/03/2013,12/26/2012,2012-2013,,1D2LB006,,NON-IT Goods,,Fair and Reasonable,,"Conservation, Department of",1753292,GeoScience World,,19176,NO,GeoScience World,Subscription to GSW License,1,$18700.00,$18700.00,55101506,55101506,Magazines,55101500,Printed publications,55100000,Printed media,55000000,Published Products,"19176
(39.904521, -75.238322)"
03/28/2014,,2013-2014,1-11-70-04O,REQ0012359,REQ0012359,IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",17224,"Smile Business Products, Inc",,95841,NO,Digital Copier/Printer/Scanner,Digital Copier/Printer/Scanner,1,$4156.86,$4156.86,,,,,,,,,,"95841
(38.662263, -121.346136)"
05/20/2015,05/20/2015,2014-2015,,POE42820,,NON-IT Goods,,Informal Competitive,,"Fish and Wildlife, Department of",0,Unknown,,,NO,Boat Lift,Boat Lift,1,$16100.00,$16100.00,71122712,71122712,,,,,,,,
05/30/2014,,2013-2014,,REQ0012729,REQ0012729,IT Goods,,Services are specifically exempt by policy,,"Consumer Affairs, Department of",1584003,Vocus Inc.,,20706,NO,"List Conversation up to 1,000 records","List Conversation up to 1,000 records",1,$1000.00,$1000.00,,,,,,,,,,"20706
(38.96404, -76.851821)"
07/18/2014,07/18/2014,2014-2015,,3177188,,NON-IT Services,Personal Services,Informal Competitive,,"General Services, Department of",32744,D7 ROOFING SERVICES INC,,95816,NO,roof repair,Roof Repair,1,$5625.00,$5625.00,72101520,72101520,,,,,,,,"95816
(38.57219, -121.467691)"
03/21/2013,,2012-2013,,REQ0010018,REQ0010018,NON-IT Goods,,Informal Competitive,,"Consumer Affairs, Department of",36519,National Office Solutions,CA-MB CA-SB CA-SBE,94526,NO,"Paper, MT 24""x131","Paper, MT 24""x131",3,$74.99,$224.97,,,,,,,,,,"94526
(37.814603, -121.985857)"
01/06/2015,,2014-2015,1-14-75-60A,REQ0014339,REQ0014339,NON-IT Goods,,Statewide Contract,,"Consumer Affairs, Department of",1087660,Technology Integration Group,,95814,NO,HP 643A Black Toner,HP 643A Black Toner,2,$127.06,$254.12,44103127,44103127,,,,,,,,"95814
(38.580427, -121.494396)"
07/18/2014,07/16/2014,2014-2015,,4500242882,,NON-IT Goods,,Formal Competitive,,"Corrections and Rehabilitation, Department of",31085,SUCCOR INTERNATIONAL,CA-SB,92101,NO,GRENANDE,GRENADE,1,$4934.16,$4934.16,50305709,50305709,Flavor grenade plucot,50305700,Plucots,50300000,Fresh fruits,50000000,Food Beverage and Tobacco Products,"92101
(32.72112, -117.166986)"
